"model_id","split_type","fold","n_train","n_test","fold_rmse","fold_mae","fold_rsq"
"cat","spatial_cv_validation",1,13827,2034,12654.2732488795,6092.85315775388,0.133898229622117
"cat","spatial_cv_validation",2,12904,2957,18580.1445393213,8357.46711583988,-0.0371158852735498
"cat","spatial_cv_validation",3,12733,3128,48201.6730930743,16949.5226911401,0.0456554894244877
"cat","spatial_cv_validation",4,12022,3839,44139.2054621447,12489.3604818591,0.0984279432758627
"cat","spatial_cv_validation",5,11958,3903,21689.1424104182,8902.46848400859,-0.216132301420925
